"CONT_CODE";"COUNT_CODE";"LANG_CODE";"POST_CODE";"TOWN";"QUARTER";"MUNIC_CODE";"ADMIN1";"ADMIN2";"ADMIN3";"LON_DEC";"LAT_DEC";"LON_GEO";"LAT_GEO";"UTM_E_NAT";"UTM_N_NAT";"UTM_E_CENT";"UTM_N_CENT";"UTM_STRIP";"ELEVATION";"UTC_DIF";"DST_DIF";"DST_START";"DST_END";"RELEASE"
"EU-W";"DE";"de";"37589";"Kalefeld";"Dögerode";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.06303";"51.80236";"100346.9";"514808.5";"32573298";"5739591";"32573298";"5739591";"32N";"188";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Düderode";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.10653";"51.81022";"100623.5";"514836.8";"32576284";"5740510";"32576284";"5740510";"32N";"186";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Eboldshausen";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.00300";"51.77639";"100010.8";"514635.0";"32569198";"5736644";"32569198";"5736644";"32N";"147";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Echte";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.06364";"51.78514";"100349.1";"514706.5";"32573368";"5737676";"32573368";"5737676";"32N";"139";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Kalefeld";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.03389";"51.79678";"100202.0";"514748.4";"32571297";"5738941";"32571297";"5738941";"32N";"131";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Klengelei";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.13325";"51.76892";"100759.7";"514608.1";"32578197";"5735945";"32578197";"5735945";"32N";"198";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Neukrug";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.09831";"51.81439";"100553.9";"514851.8";"32575710";"5740965";"32575710";"5740965";"32N";"206";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Obermühle";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.07069";"51.78831";"100414.5";"514717.9";"32573849";"5738036";"32573849";"5738036";"32N";"133";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Oldenrode";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.11367";"51.81411";"100649.2";"514850.8";"32576769";"5740950";"32576769";"5740950";"32N";"197";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Oldershausen";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.08892";"51.79314";"100520.1";"514735.3";"32575098";"5738592";"32575098";"5738592";"32N";"153";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Schnedekrug";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.02775";"51.78158";"100139.9";"514653.7";"32570898";"5737245";"32570898";"5737245";"32N";"144";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Sebexen";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.02419";"51.81992";"100127.1";"514911.7";"32570592";"5741505";"32570592";"5741505";"32N";"138";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Teichmühle";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.10961";"51.78419";"100634.6";"514703.1";"32576540";"5737618";"32576540";"5737618";"32N";"151";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Untermühle";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.06061";"51.78861";"100338.2";"514719.0";"32573153";"5738059";"32573153";"5738059";"32N";"129";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Vogelsang";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.12081";"51.79328";"100714.9";"514735.8";"32577297";"5738641";"32577297";"5738641";"32N";"176";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Weißenwasser";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.04031";"51.80519";"100225.1";"514818.7";"32571727";"5739883";"32571727";"5739883";"32N";"156";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Westerhof";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.11739";"51.76811";"100702.6";"514605.2";"32577104";"5735838";"32577104";"5735838";"32N";"163";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Westphals Mühle";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.11250";"51.79789";"100645.0";"514752.4";"32576716";"5739145";"32576716";"5739145";"32N";"163";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Wetterschacht";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.08181";"51.80536";"100454.5";"514819.3";"32574587";"5739944";"32574587";"5739944";"32N";"215";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Wiershausen";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.07156";"51.82611";"100417.6";"514934.0";"32573847";"5742241";"32573847";"5742241";"32N";"240";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"37589";"Kalefeld";"Willershausen";"03155006";"Niedersachsen";"Braunschweig (statistische Region)";"Northeim";"10.10847";"51.78150";"100630.5";"514653.4";"32576466";"5737318";"32576466";"5737318";"32N";"150";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53505";"Kalenborn";"Kalenborn";"07131036";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Ahrweiler";"6.99672";"50.54989";"65948.2";"503259.6";"32358081";"5601689";"32358081";"5601689";"32N";"348";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"56759";"Kalenborn";"Kalenborn";"07135046";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Cochem-Zell";"7.07933";"50.25814";"70445.6";"501529.3";"32363094";"5569097";"32363094";"5569097";"32N";"438";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"54570";"Kalenborn-Scheuern";"Kalenborn";"07233036";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Vulkaneifel";"6.59653";"50.25825";"63547.5";"501529.7";"32328684";"5570108";"32328684";"5570108";"32N";"456";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"54570";"Kalenborn-Scheuern";"Scheuern";"07233036";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Vulkaneifel";"6.59253";"50.25839";"63533.1";"501530.2";"32328399";"5570133";"32328399";"5570133";"32N";"465";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Altkalkar";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.27822";"51.73381";"61641.6";"514401.7";"32312059";"5734939";"32312059";"5734939";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Appeldorn";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.35422";"51.72575";"62115.2";"514332.7";"32317273";"5733849";"32317273";"5733849";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Bylerward";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.26725";"51.78931";"61602.1";"514721.5";"32311533";"5741138";"32311533";"5741138";"32N";"14";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47551";"Kalkar";"Dovenholt";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.28200";"51.75297";"61655.2";"514510.7";"32312399";"5737059";"32312399";"5737059";"32N";"13";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Emmericher Eyland";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.25314";"51.80708";"61511.3";"514825.5";"32310634";"5743150";"32310634";"5743150";"32N";"14";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Entenbusch";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.32558";"51.77072";"61932.1";"514614.6";"32315479";"5738922";"32315479";"5738922";"32N";"12";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Eyland";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.25283";"51.80736";"61510.2";"514826.5";"32310614";"5743182";"32310614";"5743182";"32N";"13";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"46509";"Kalkar";"Gesthuysen";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.38308";"51.71664";"62259.1";"514259.9";"32319229";"5732764";"32319229";"5732764";"32N";"18";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Grieth";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.31117";"51.78878";"61840.2";"514719.6";"32314559";"5740966";"32314559";"5740966";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Hanselaer";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.31419";"51.73672";"61851.1";"514412.2";"32314554";"5735170";"32314554";"5735170";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Hönnepel";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.33114";"51.75661";"61952.1";"514523.8";"32315805";"5737339";"32315805";"5737339";"32N";"15";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Jansenkath";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.32506";"51.69883";"61930.2";"514155.8";"32315150";"5730929";"32315150";"5730929";"32N";"19";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Kalkarberg";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.26992";"51.73433";"61611.7";"514403.6";"32311488";"5735018";"32311488";"5735018";"32N";"34";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Kehrum";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.33625";"51.70728";"62010.5";"514226.2";"32315957";"5731841";"32315957";"5731841";"32N";"18";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Kiers";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.37425";"51.73125";"62227.3";"514352.5";"32318678";"5734411";"32318678";"5734411";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Mühlenfeld";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.35000";"51.74758";"62100.0";"514451.3";"32317070";"5736287";"32317070";"5736287";"32N";"16";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47589";"Kalkar";"Neulouisendorf";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.27397";"51.71292";"61626.3";"514246.5";"32311678";"5732627";"32311678";"5732627";"32N";"46";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Niederdorf";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.37022";"51.74581";"62212.8";"514444.9";"32318458";"5736040";"32318458";"5736040";"32N";"15";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Niedermörmter";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.38586";"51.74519";"62309.1";"514442.7";"32319535";"5735932";"32319535";"5735932";"32N";"18";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Oberdorf";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.39242";"51.73639";"62332.7";"514411.0";"32319953";"5734937";"32319953";"5734937";"32N";"16";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Reeserschanz";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.39311";"51.75081";"62335.2";"514502.9";"32320058";"5736539";"32320058";"5736539";"32N";"17";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Wissel";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.28700";"51.77122";"61713.2";"514616.4";"32312819";"5739076";"32312819";"5739076";"32N";"20";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Wisselward";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.31653";"51.77150";"61859.5";"514617.4";"32314858";"5739031";"32314858";"5739031";"32N";"15";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"47546";"Kalkar";"Zentrum";"05154024";"Nordrhein-Westfalen";"Düsseldorf";"Kleve";"6.29203";"51.73769";"61731.3";"514415.7";"32313028";"5735334";"32313028";"5735334";"32N";"20";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Borkenhagen";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.07103";"53.95344";"110415.7";"535712.4";"32635897";"5980328";"32635897";"5980328";"32N";"58";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23948";"Kalkhorst";"Brook";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.04914";"53.99786";"110256.9";"535952.3";"32634318";"5985227";"32634318";"5985227";"32N";"21";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Dönkendorf";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.04075";"53.95606";"110226.7";"535721.8";"32633902";"5980561";"32633902";"5980561";"32N";"32";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23948";"Kalkhorst";"Elmenhorst";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.11439";"53.99317";"110651.8";"535935.4";"32638610";"5984831";"32638610";"5984831";"32N";"42";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Groß Schwansee";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.01342";"53.98506";"110048.3";"535906.2";"32632018";"5983736";"32632018";"5983736";"32N";"21";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23948";"Kalkhorst";"Hohen Schönberg";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.08431";"53.97567";"110503.5";"535832.4";"32636696";"5982826";"32636696";"5982826";"32N";"72";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Kalkhorst";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.04917";"53.96828";"110257.0";"535805.8";"32634415";"5981937";"32634415";"5981937";"32N";"38";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23948";"Kalkhorst";"Klein Pravtshagen";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.11500";"53.97617";"110654.0";"535834.2";"32638707";"5982941";"32638707";"5982941";"32N";"47";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Klein Schwansee";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.00244";"53.97661";"110008.8";"535835.8";"32631324";"5982776";"32631324";"5982776";"32N";"24";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23942";"Kalkhorst";"Neuenhagen";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.02258";"53.95869";"110121.3";"535731.3";"32632702";"5980820";"32632702";"5980820";"32N";"16";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"23948";"Kalkhorst";"Warnkenhagen";"13074037";"Mecklenburg-Vorpommern";"Kein Regierungsbezirk";"Nordwestmecklenburg";"11.08269";"53.99922";"110457.7";"535957.2";"32636513";"5985442";"32636513";"5985442";"32N";"25";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"67822";"Kalkofen";"Kalkofen";"07333036";"Rheinland-Pfalz";"Kein Regierungsbezirk";"Donnersbergkreis";"7.83944";"49.73433";"75022.0";"494403.6";"32416370";"5509739";"32416370";"5509739";"32N";"244";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Anstois";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.54278";"50.55667";"63234.0";"503324.0";"32325950";"5603410";"32325950";"5603410";"32N";"409";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Benenberg";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.51428";"50.47003";"63051.4";"502812.1";"32323609";"5593845";"32323609";"5593845";"32N";"579";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Brandenbusch";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.59892";"50.52033";"63556.1";"503113.2";"32329795";"5599239";"32329795";"5599239";"32N";"505";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Dalbenden";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.56319";"50.51789";"63347.5";"503104.4";"32327254";"5599051";"32327254";"5599051";"32N";"407";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Daubenforst";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.56975";"50.49417";"63411.1";"502939.0";"32327633";"5596398";"32327633";"5596398";"32N";"480";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Diefenbach";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.54200";"50.48447";"63231.2";"502904.1";"32325629";"5595385";"32325629";"5595385";"32N";"564";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Dottel";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.59861";"50.54778";"63555.0";"503252.0";"32329872";"5602292";"32329872";"5602292";"32N";"458";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Frohnrath";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.51644";"50.50497";"63059.2";"503017.9";"32323892";"5597724";"32323892";"5597724";"32N";"524";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Gillenberg";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.54331";"50.49319";"63235.9";"502935.5";"32325754";"5596351";"32325754";"5596351";"32N";"503";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Golbach";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.52139";"50.52533";"63117.0";"503131.2";"32324319";"5599976";"32324319";"5599976";"32N";"485";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Kall";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.55750";"50.54169";"63327.0";"503230.1";"32326938";"5601710";"32326938";"5601710";"32N";"375";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Keldenich";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.58533";"50.53733";"63507.2";"503214.4";"32328894";"5601161";"32328894";"5601161";"32N";"506";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Kreckel";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.53394";"50.47181";"63202.2";"502818.5";"32325011";"5593996";"32325011";"5593996";"32N";"591";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Krekel";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.53300";"50.47253";"63158.8";"502821.1";"32324947";"5594079";"32324947";"5594079";"32N";"586";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Neuwerk";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.59100";"50.51169";"63527.6";"503042.1";"32329203";"5598297";"32329203";"5598297";"32N";"421";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Obergolbach";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.52181";"50.52361";"63118.5";"503125.0";"32324342";"5599784";"32324342";"5599784";"32N";"455";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Rinnen";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.54283";"50.51408";"63234.2";"503050.7";"32325797";"5598675";"32325797";"5598675";"32N";"471";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Roder";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.53350";"50.46419";"63200.6";"502751.1";"32324951";"5593150";"32324951";"5593150";"32N";"575";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Rüth";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.53889";"50.46969";"63220.0";"502810.9";"32325354";"5593749";"32325354";"5593749";"32N";"598";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Scheven";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.58883";"50.56017";"63519.8";"503336.6";"32329224";"5603692";"32329224";"5603692";"32N";"347";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Sistig";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.51761";"50.49289";"63103.4";"502934.4";"32323930";"5596378";"32323930";"5596378";"32N";"536";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Sötenich";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.56311";"50.52697";"63347.2";"503137.1";"32327282";"5600060";"32327282";"5600060";"32N";"415";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Steinfeld";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.56447";"50.50300";"63352.1";"503010.8";"32327290";"5597392";"32327290";"5597392";"32N";"514";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Steinfelderheistert";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.54161";"50.49692";"63229.8";"502948.9";"32325647";"5596770";"32325647";"5596770";"32N";"529";"1:00";"1:00";"03SUL";"10SUL";"1807"
"EU-W";"DE";"de";"53925";"Kall";"Straßbüsch";"05366024";"Nordrhein-Westfalen";"Köln";"Euskirchen";"6.52339";"50.52339";"63124.2";"503124.2";"32324453";"5599756";"32324453";"5599756";"32N";"451";"1:00";"1:00";"03SUL";"10SUL";"1807"
